Chemical,CAS No.,"Pos ""/""",CAS No. cleaned,"Number ""-""","Chem
Agora
Link","Che
LIST",CSCL-ISHL,,," Kirkland et al 2005 & 2011 [1, 2]*",US NTP,EFSA,SCCS,CosE,BASF,GSK,ECHA,ISSTox,Literature & Notes,Ames Overall ,,CSCL-ISHL," Kirkland et al 2005 & 2011 [1, 2]*",US NTP,EFSA,SCCS,CosE,BASF,GSK,ECHA,ISSTox,Literature & Notes,in vitro MLA Overall ,CSCL-ISHL," Kirkland et al 2005 & 2011 [1, 2]*",US NTP,EFSA,SCCS,CosE,BASF,GSK,ECHA,ISSTox,Literature & Notes,in vitro MN Overall ,CSCL-ISHL,,," Kirkland et al 2005 & 2011 [1, 2]*",US NTP,EFSA,SCCS,CosE,BASF,GSK,ECHA,ISSTox,Literature & Notes,in vitro CA Overall ,+,-,,CSCL-ISHL," Kirkland et al 2005 & 2011 [1, 2]*",US NTP,EFSA,SCCS,CosE,BASF,GSK,ECHA,ISSTox,Literature & Notes,in vivo MN Overall ,CSCL-ISHL," Kirkland et al 2005 & 2011 [1, 2]*",US NTP,EFSA,SCCS,CosE,BASF,GSK,ECHA,ISSTox,Literature & Notes,in vivo CA Overall,CSCL-ISHL," Kirkland et al 2005 & 2011 [1, 2]*",US NTP,EFSA,SCCS,CosE,BASF,GSK,ECHA,ISSTox,Literature & Notes,in vivo UDS Overall," Kirkland et al 2005 & 2011 [1, 2]*",EFSA,ECHA,SCCS,ISSTox,Literature & Notes,transgenic Overall," Kirkland et al 2005 & 2011 [1, 2]*",CosE,SCCS,EFSA,GSK,ECHA,Literature & Notes,in vivo DNA damage Overall,+,-,,CSCL-ISHL,,," Kirkland et al 2005 & 2011 [1, 2]*",NTP,EFSA,SCCS,CosE,BASF,GSK,ECHA,ISSTox,Literature & Notes,CARC Overall ,, (a)
N-(1-Naphthyl)ethylenediamine 2HCl / N-(1-Naphthyl)ethylenediamine,1465-25-4 /551-09-7,11,1465-25-4,2,»,»,,,,+,+,,,,,,,+,,+,,,U,-,,,,,,,,,I,,-,,,,,,,,,,-,,,,+,+,,,,,,,,,+,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,-,-,,,,,,,-,,-,,
1-Naphthyl gylcidyl ether,2461-42-9,0,2461-42-9,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,+,1,0,,,,,,,,,,,,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,,,+,2,0,,,,,,,,,,,,,,,,,
1-Naphthylpropylene oxide,68884-32-2,0,68884-32-2,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,+,1,0,,,,,,,,,,,,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,,,+,2,0,,,,,,,,,,,,,,,,,
Naproxen,22204-53-1,0,22204-53-1,2,»,»,,,,E,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
Neohesperidin dihydrochalcone,20702-77-6,0,20702-77-6,2,»,»,,,,E,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,E,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
Nickel chloride/Nickel chloride hexhydrate,7718-54-9/ 7791-20-0,10,7718-54-9,2,»,»,,,,E,,,,,,,,,,E,,,+,,,,,,,,,,+,,+,,,,,,,,,,+,,,,+,,,,,,,,,,+,3,0,,,E,,,,,,,,,,E,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,,,+,2,0,,,,,,,,,,,,,,,,,
Nickel subsulfide,12035-72-2,0,12035-72-2,2,»,»,,,,E,E,,,,,,,,,E,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,+,,,,,,,,,,+,2,0,,,(+) ip,(-) inhal,,,,,,,,+ ip  [149] Call: based on higher exposure of ip study,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,+,,,,,,,,,+,,
Niclosamide,50-65-7,0,50-65-7,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,+,1,0,,,,,,,,,,,,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
Nifurtimox,23256-30-6,0,23256-30-6,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,+,1,0,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
Nithiazide (1-Ethyl-3-(5-Nitrothiazol-2-Yl)Urea,139-94-6,0,139-94-6,2,»,»,,,,+,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,-,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,+,,,,,,,,,+,,
"Nitrite, sodium",7632-00-0,0,7632-00-0,2,»,»,,,,+,+,,,,,,+,,,+,,,-,,,,,,,I,,,-,,,,,,,,,,,,,,,,+,,,,,,,+,,,+,1,1,,,E,-,,,,,,I,,,E,,+,,,,,,,+,,,+,,,,,,,,,,,,,,,,,,,,-,,,,,,,-,1,1,,,,,+,E,,,,,,I,,-/+ [220-224],E,,
5-Nitroacenaphthene,602-87-9,0,602-87-9,2,»,»,,,,+,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,+,,,,,,,,,E,0,0,,,-,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,+,+,,,,,,,,,+,,
2-Nitro-4-amino-diphenylamine-2’-carboxylic acid  - COLIPA B87,117907-43-4,0,117907-43-4,2,»,»,,,,,,,+,,,,,,+ [79],+,,,,,,E,,,,,,,E,,,,,+,,,,,,,+,,,,,,,,,,,,,,,1,0,,,,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,
2-Nitroaniline,88-74-4,0,88-74-4,2,»,»,,,,+,-,,,,,,,,,+,,,,,,,,,,,,,,,(-)TC,,,,,,,,,,I,,,,+,,,,,,,,,,+,1,0,,,weak +,,,,,,,,,,weak +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
m-Nitroaniline,99-09-2,0,99-09-2,2,»,»,+,+,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,-,+,-,,,,,,,,,,,E,0,0,,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,not listed,not listed,,,,,,,,,,,,,,
p-Nitroaniline,100-01-6,0,100-01-6,2,»,»,,,,+,+,,,,,,,,,+,,,U,+,,,,,,,,,I,,,,,,,,,,,,,,,,+,+,,,,,,,,,+,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,-,,,,,,,,,,-,,
4-Nitroanthranilic acid,619-17-0,0,619-17-0,2,»,»,,,,+,+,,,,,,,,,+,,,E,+,,,,,,,,,E,,-,,,,,,,,,,-,,,,+,+,,,,,,,,,+,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,-,-,,,,,,,,,-,,
3-Nitro-p-acetophenetide,1777-84-0,0,1777-84-0,2,»,»,,,,+,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,-,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,+,,,,,,,,,+,,
5-Nitro-o-anisidine,99-59-2,0,99-59-2,2,»,»,,,,+,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,-,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,+,,,,,,,,,+,,
o-Nitroanisole,91-23-6,0,91-23-6,2,»,»,+,+,+,+,+,,,,,,,,,+,,,U,+,,,,,,,,,I,,,,,,,,,,,,,-,+,+,+,+,,,,,,,,,+,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,,,,,,,,,,,,0,1,,2B,(+) Rats & Mice,,+,+,,,,,,,,,+,,
p-Nitroanisole,100-17-4,0,100-17-4,2,»,»,+,+,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,-,+,+,,,,,,,,,,,+,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,not listed,not listed,(+) Rats & Mice (feeding) MHLW,,,,,,,,,,,+,,
3-Nitrobenzanthrone,17117-34-9,0,17117-34-9,2,»,»,,,,+,,,,,,,,,,+,,,+,,,,,,,,,,+,,+,,,,,,,,,,+,,,,,,,,,,,,,,,2,0,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,,,,2,0,,,,,+,,,,,,,,,+ [225],+,,
2-nitrobenzidine,2243-78-9,0,2243-78-9,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
3-nitrobenzidine,61841-39-2,0,61841-39-2,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
6-nitrobenzimidazole,94-52-0,0,94-52-0,2,»,»,,,,+,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,,,,+,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,+,,,,,,,,,+,,
p-Nitrobenzoic acid,62-23-7,0,62-23-7,2,»,»,,,,+,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,,,,+,1,0,,,,-,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,+,+,,,,,,,,,+,,
4-nitrobiphenyl,92-93-3,0,92-93-3,2,»,»,,,,+,,,,,,,,,,+,,,E,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
6-Nitrochrysene,7496-02-8,0,7496-02-8,2,»,»,,,,+,,,,,,,,,,+,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,,,,1,0,,,,,+,,,,,,,,,+ [226-229],+,,
Nitrofen,1836-75-5,0,1836-75-5,2,»,»,,,,+,+,,,,,,,,,+,,,+,+,,,,,,,,,+,,,,,,,,,,,,,,,,-,-,,,,,,,,,-,1,1,,,-,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,+,+,,,,,,,,,+,,
2-Nitrofluorene,607-57-8,0,607-57-8,2,»,»,,,,+,,,,,,,,,,+,,,+,,,,,,,,,,+,,+,,,,,,,,,,+,,,,+,,,,,,,,,,+,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
5-Nitro-2-furaldehyde semicarbazone (AKA Nitrofurazone),59-87-0,0,59-87-0,2,»,»,,,,+,+,,,,,,,,,+,,,U,+,,,,,,,,,I,,,,,,,,,,,,,,,,+,+,,,,,,,,,+,1,0,,,-,-,,,,,,,,,-,,-,,,,,,,,,,-,,-,,,,,,,,,,-,,,,,,,,,,,,,,,,0,3,,,,,+,+,,,,,,,,,+,,
"1-[(5-Nitrofurfurylidene)amino]hydantoin 
(AKA Nitrofurantoin)",67-20-9,0,67-20-9,2,»,»,,,,+,+,,,,,,,,,+,,,+,+,,,,,,,,,+,,,,,,,,,,,,,,,,+,+,,,,,,,,,+,2,0,,,E,-,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,+,,,,,,,,,+,,
"N-{[3-(5-Nitro-2-furyl)-1,2,4-oxadiazole-
5-yl]-methyl}acetamide",36133-88-7,0,36133-88-7,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
"N-[5-(5-Nitro-2-furyl)-1,3,4-thiadazol-2-yl]acetamide",2578-75-8,0,2578-75-8,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
4-(5-Nitro-2-furyl)thiazole,53757-28-1,0,53757-28-1,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
N-[4-(5-Nitro-2-furyl)-2-thiazolyl]acetamide (Furazolidone),531-82-8,0,531-82-8,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
N-[4-(5-Nitro-2-furyl)-2-thiazolyl]formamide,24554-26-5,0,24554-26-5,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
"N,N'-[6-(5-Nitro-2-furyl)-s-triazine-2,4-diyl]
bisacetamide",51325-35-0,0,51325-35-0,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
Nitrogen dioxide,10102-44-0,0,10102-44-0,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,+,1,0,,,,,,,,,,,,,,,(+) lung,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
Nitrogen mustard - Chlormethine,51-75-2,0,51-75-2,2,»,»,,,,+,,,,,,,,,,+,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,+,,,,,,,,,,+,2,0,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,+,,,,,,,,,,+,,
Nitrogen mustard N-oxide,126-85-2,0,126-85-2,2,»,»,,,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,+,,(+) DLM assay
"2-Nitro-3-methylimidazo[4,5-f]quinoline [AKA nitro-IQ]",n.a.,0,n.a.,0,,,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
2-Nitronaphthalene,581-89-5,0,581-89-5,2,»,»,,,,+,,,,,,,,,,+,,,+,,,,,,,,,,+,,+,,,,,,,,,,+,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
1-Nitronaphthalene,86-57-7,0,86-57-7,2,»,»,,,,+,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,,,,+,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,-,-,,,,,,,,,-,,
4-Nitrophenyl aminothyourea -  COLIPA B70,27080-42-8,0,27080-42-8,2,»,»,,,,,,,+,+,,,,,+ [80],+,,,,,,-,-,,,,,,-,,,,,,,,,,,,,,,,,,,,-,,,,,"- [80] but no short treatment without S9, therefore inconclusive.",I,0,1,,,,,,-,-,,,,,,-,,,,,,,,,,,,,,,,,,-,,,,,,-,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,CosE = SCE (-)
4-Nitro-o-phenylenediamine (free base and HCL salt),99-56-9/  53209-19-1,8,99-56-9,2,»,»,+,+,+,+,+,,,,,,,,,+,,,E,+,,,,,,,,,E,,-,,,,,,,,,,-,+,-,+,+,-,,,,,,,,,+,1,1,,-,,E,,,,,,,, [133] (-) the free base,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,3,not listed,,-,-,,,,,,,,,-,,
2-Nitro-p-phenylenediamine,5307-14-2,0,5307-14-2,2,»,»,,,,+,+,,,,,,,,,+,,,+,+,,,,,,,,,+,,,,,,,,,,,,,,,,+,+,,,,,,,,,+,2,0,,,-,,,,,,,,,,-,,-,,,,,,,,,,-,,E,,,,,,,,,,E,+,,,,,,+,,,,,,,,,1,2,,,,,+,+,,,,,,,,,+,,
4-Nitrophenyl glycidyl ether,5255-75-4,0,5255-75-4,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,+,1,0,,,,,,,,,,,,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
"5-(4-Nitrophenyl)-2,4-pentadien-1-al (AKA Spy dust)",2608-48-2,0,2608-48-2,2,»,»,,,,+,,,,,,,,,,+,,,U,,,,,,,,,,I,,,,,,,,,,,,,,,,(-)TC,-,,,,,,,,- [129],-,0,1,,,,,,,,,,,,,,,E,-,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,
2-Nitropropane,79-46-9,0,79-46-9,2,»,»,,,,+,+,,,,,,,,,+,,,+,,,,,,,,,,+,,+,,,,,,,,,,+,,,,+,-,,,,,,,,,E,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,+ [192],+,,
3-Nitroproprionic acid,504-88-1,0,504-88-1,2,»,»,,,,+,+,,,,,,,,,+,,,+,+,,,,,,,,,+,,-,,,,,,,,,,-,,,,E,+,,,,,,,,,E,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,-,E,,,,,,,,,E,,
1-Nitropyrene,5522-43-0,0,5522-43-0,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,+,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
8-Nitroquinoline,607-35-2,0,607-35-2,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
4-Nitroquinoline-N-oxide,56-57-5,0,56-57-5,2,»,»,,,,+,+,,,,,,,,,+,,,+,+,,,,,,,,,+,,+,,,,,,,,,,+,,,,+,+,,,,,,,,,+,3,0,,,+,,,,,,,,,- [133] no details ,+,,,+,,,,,,,,,+,,,,,,,,,,,,,+,,,,,,+,,,,,,,,,3,0,,,,,+,,,,,,,,,,+,,
6-Nitro-o-toloudine COLIPA B56,570-24-1,0,570-24-1,2,»,»,,,,,,,+,,,,,,+ [81],+,,,,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,+,,,,,,,+,1,1,,,,,,-,,,,,,,-,,,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,
Nitroso-Baygon,38777-13-8,0,38777-13-8,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
N-Nitrosodibenzylamine,5336-53-8,0,5336-53-8,2,»,»,,,,+,,,,,,,,,,+,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,(+) liver,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,,,,2,0,,,,,,,,,,,,,,,,,
Nitrosodibutylamine,924-16-3,0,924-16-3,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,-,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,+,,,,,,,,,,+,,
N-Nitrosodiethanolamine,1116-54-7,0,1116-54-7,2,»,»,,,,+,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,-,,,,,,,,,,-,,,,,,,,,,,,,,E,,,,,,,,,,E,,,,,,,,,,,,,,,,0,1,,,,,+,+,,,,,,,,+ [230],+,,
N-Nitrosodiethylamine (diethylnitrosamine),55-18-5,0,55-18-5,2,»,»,,,,+,,,,,,,,,,+,,,+,,,,,,,,,,+,,+,,,,,,,,,,+,,,,+,,,,,,,,,,+,3,0,,,-,,,,,,,,,,-,,,,,,,,,,,,,,+,,,,,,,,,,+,+,,,,,,+,+,,,,,,,+,3,1,,,,,+,,,,,,,,,,+,,
"1-Nitroso-5,6-dihydrouracil",16813-36-8,0,16813-36-8,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
"N-Nitroso-2,3-dihydroxypropyl-2-hydroxypropyl-amine",89911-79-5,0,89911-79-5,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
N-Nitrosodimethylamine (dimethylnitrosamine),62-75-9,0,62-75-9,2,»,»,,,,+,+,,,,,,,,,+,,,+,,,,,,,,,,+,,+,,,,,,,,,,+,,,,+,+,,,,,,,,,+,3,0,,,+,,,,,,,,,,+,,,,,,,,,,,,,,+,,,,,,,,,,+,+,,,,,,+,+,,,,,,,+,4,0,,,,,+,,,,,,,,,,+,,
p-Nitrosodiphenylamine,156-10-5,0,156-10-5,2,»,»,,,,+,+,,,,,,,,,+,,,U,+,,,,,,,,,I,,,,,,,,,,,,,,,,+,+,,,,,,,,,+,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,+,,,,,,,,,+,,
N-Nitrosodipropylamine [dipropylnitrosamine],621-64-7,0,621-64-7,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,-,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,,,,1,1,,,,,+,,,,,,,,,,+,,
Nitrosododecamethyleneimine,40580-89-0,0,40580-89-0,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
Nitrosoethylmethylamine,10595-95-6,0,10595-95-6,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
Nitrosoethylurethan,614-95-9,0,614-95-9,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
Nitrosoheptamethyleneimine,20917-49-1,0,20917-49-1,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
N-Nitrosohexamethyleneimine,932-83-2,0,932-83-2,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
1-Nitrosohydantoin,42579-28-2,0,42579-28-2,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
