PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Species/Cell Type,Sex,Assay Type,Assay Code,Results,Activation,Dose Response,Panel Report,Reference,Evaluation Type
6522,363896746,25429,COC(=O)NC1=NC2=CC=CC=C2N1,Active,,,,Saccharomyces cerevisiae,,Mitotic recombination or gene conversion,YEH+,Positive,,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
6523,363896747,91809641,C[C@@H]1C([C@@H](CC(O1)O[C@H]2CC[C@@]3([C@]4(CC[C@@]5([C@H](CC[C@]5([C@@]4(CC[C@@]3(C2)O)C)O)C6=CC(=O)OC6)C)C)C=O)OC)O[C@H]7C[C@H]([C@@H]([C@H]([C@@H]7O)O)O)CO,Inactive,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vitro,SC2-,Negative,,,"EMIC/91392; Mutat Res 297:101-180,1993","EMICBACK/34293; MUTAT RES 63:335-343,1979",Evaluation B (Post-1980)
6524,363896748,72511,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)O[C@H]3[C@@]([C@H]([C@@H]([C@@H](O3)CO)O)O)(C)O[C@H]4[C@@H]([C@]([C@H](C(O4)CO)O)(C(=O)N)O)O)C(=O)NC(C)C(C(C)C(=O)NC(C(=O)C)C(=O)NCCC5=NC(CS5)C6=NC(=CS6)C(=O)N)O,Active,,,,Mammalian oocytes or early embryo,,Chromosome aberrations in vivo,CYO+,Positive,,,"EMICBACK/41729; MUTAT RES 87:143-188,1981",,Evaluation A (Pre-1980)
6525,363896748,72511,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)O[C@H]3[C@@]([C@H]([C@@H]([C@@H](O3)CO)O)O)(C)O[C@H]4[C@@H]([C@]([C@H](C(O4)CO)O)(C(=O)N)O)O)C(=O)NC(C)C(C(C)C(=O)NC(C(=O)C)C(=O)NCCC5=NC(CS5)C6=NC(=CS6)C(=O)N)O,Active,,,,Vicia faba,,Chromosome aberrations,VIC+D,Positive,,With dose response,"EMICBACK/48092; MUTAT RES 99:257-271,1982",,Evaluation A (Pre-1980)
6526,363896749,3084072,C[C@@H]1[C@@H]([C@@H](C[C@@H](O1)OC2=CC(=C3C(=C2)C=C4C[C@H]([C@@H](C(=O)C4=C3O)O[C@@H]5C[C@@H]([C@H]([C@@H](O5)C)O)OC6C[C@@H]([C@H]([C@@H](O6)C)O)O)[C@@H](C(=O)[C@H]([C@@H](C)O)O)OC)O)O[C@H]7C[C@@H]([C@@H]([C@@H](O7)C)OC)O)O,Active,,,,Chinese hamster ovary (CHO) cells,,Forward gene mutation at the HPRT locus,CHO+,Positive,,,"EMICBACK/71517; MUTAT RES 196:17-36,1988","EMICBACK/59697; CANCER RES 45:2813-2820,1985",Evaluation B (Post-1980)
6527,363896750,5360373,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,Active,,,,Chinese hamster ovary (CHO) cells,,Forward gene mutation at the HPRT locus,CHO+,Positive,,,"EMICBACK/71517; MUTAT RES 196:17-36,1988","EMICBACK/48684; CANCER RES 43:577-584,1983",Evaluation B (Post-1980)
6528,363896750,5360373,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,Active,,,,Mammalian polychromatic erythrocytes,,"Micronucleus test, chromosome aberrations",MNT+,Positive,,,"EMICBACK/77345; MUTAT RES 239:29-80,1990","EMICBACK/34391; MUTAT RES 69:319-324,1980",Evaluation B (Post-1980)
6529,363896750,5360373,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,Active,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vivo,SC3+D,Positive,,With dose response,EMIC/91392; Mutat Res 1993 Sep;297(2):101-80,"EMICBACK/45079; MUTAT RES 103:191-195,1982",Evaluation B (Post-1980)
6530,363896750,5360373,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,Active,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vitro,SC2+D,Positive,,With dose response,"EMIC/91392; Mutat Res 297:101-180,1993","EMICBACK/45233; ENVIRON MUTAGEN 4:65-71,1982",Evaluation B (Post-1980)
6531,363896750,5360373,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,Active,,,,Human,,Sister-chromatid exchange (SCE) in vitro,SC1+D,Positive,,With dose response,"EMIC/91392; Mutat Res 297:101-180,1993","EMICBACK/31156; JNCI J NATL CANCER INST 62:27-35,1979",Evaluation B (Post-1980)
6532,363896750,5360373,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,Active,,,,Human lymphocytes,,Sister-chromatid exchange (SCE) in vitro,SCL+,Positive,,,"EMIC/91392; Mutat Res 297:101-180,1993","EMICBACK/44548; BIOL ZENTRALBL 101:97-113,1982",Evaluation B (Post-1980)
6533,363896750,5360373,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,Active,,,,Mouse (C3H/10T1/2) cells,,Cell transformation,CTH+,Positive,,,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
6534,363896750,5360373,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,Active,,,,Nonhuman,,Chromosome aberrations in vitro,CY&+,Positive,,,"EMICBACK/41729; MUTAT RES 87:143-188,1981",,Evaluation A (Pre-1980)
6535,363896750,5360373,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,Active,,,,Human cell culture,,Chromosome aberrations in vitro,CYZ+,Positive,,,"EMICBACK/41729; MUTAT RES 87:143-188,1981",,Evaluation A (Pre-1980)
6536,363896750,5360373,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,Active,,,,Human bone marrow,,Chromosome aberrations in vivo,CY5+,Positive,,,"EMICBACK/41729; MUTAT RES 87:143-188,1981",,Evaluation A (Pre-1980)
6537,363896750,5360373,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,Active,,,,Human lymphocytes or leukocytes,,Chromosome aberrations in vitro,CY7+D,Positive,,With dose response,"EMICBACK/41729; MUTAT RES 87:143-188,1981",,Evaluation A (Pre-1980)
6538,363896750,5360373,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,Unspecified,,,,Mammalian polychromatic erythrocytes,,"Micronucleus test, chromosome aberrations",MNTT,No conclusion,,,"EMICBACK/50890; MUTAT RES 123:61-118,1983",,Evaluation A (Pre-1980)
6539,363896750,5360373,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,Active,,,,Vicia faba,,Chromosome aberrations,VIC+,Positive,,,"EMICBACK/48092; MUTAT RES 99:257-271,1982",,Evaluation A (Pre-1980)
6540,363896750,5360373,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,Inactive,,,,Human lymphocytes,,Sister-chromatid exchange (SCE) in vitro,SCL-,Negative,,,"EMICBACK/41613; MUTAT RES 87:17-62,1981",,Evaluation A (Pre-1980)
6541,363896750,5360373,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,Inactive,,,,Human,,Sister-chromatid exchange (SCE) in vitro,SC1-,Negative,,,"EMICBACK/41613; MUTAT RES 87:17-62,1981",,Evaluation A (Pre-1980)
6542,363896750,5360373,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,Active,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vitro,SC2+D,Positive,,With dose response,"EMICBACK/41613; MUTAT RES 87:17-62,1981",,Evaluation A (Pre-1980)
6543,363896750,5360373,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,Active,,,,Saccharomyces cerevisiae,,Mitotic recombination or gene conversion,YEC+,Positive,,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
6544,363896750,5360373,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,Active,,,,Saccharomyces cerevisiae,,Forward gene mutation,YEF+,Positive,,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
6545,363896750,5360373,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,Active,,,,Saccharomyces cerevisiae,,Mitotic recombination or gene conversion,YEH+,Positive,,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
6546,363896750,5360373,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,Active,,,,Saccharomyces cerevisiae,,Reverse gene mutation,YER+,Positive,,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
6547,363896750,5360373,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,Unspecified,,,,Nonhuman,,In vivo carcinogenicity studies,CCGT,No conclusion,,,"EMICBACK/67174; MUTAT RES 185:1-195,1987",,Evaluation A (Pre-1980)
6548,363896750,5360373,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,Active,,,,Human lymphocytes,,"Micronucleus test in vitro, chromosome aberrations",MN7+,Positive,,,"EMICBACK/50890; MUTAT RES 123:61-118,1983",,Evaluation A (Pre-1980)
6549,363896751,150194,CS(=O)C.CS(=O)C.CS(=O)C.CS(=O)C.Cl[Ru]Cl,Active,,,,"Salmonella typhimurium (one or more of the five standard strains: TA98, TA100, TA1535, TA1537, and TA1538)",,"Histidine reverse gene mutation, Ames assay",SAL+,Positive,,,"EMICBACK/63689; MUTAT RES 168:69-240,1986","EMICBACK/21097; CHEM BIOL INTERACT 11:469-472,1975",Evaluation A (Pre-1980)
6550,363896752,,,Inactive,,,,Bacillus subtilis (H17 vs M45),,"Rec-assay, spot test, DNA effects (bacterial DNA repair)",REW-,Negative,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
6551,363896753,11751549,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=N[N-]4)CO)Cl.[K+],Unspecified,,,,Drosophila melanogaster,,Sex-linked recessive lethal gene mutation,SRLT,No conclusion,,,"EMICBACK/50912; MUTAT RES 123:183-279,1983",,Evaluation A (Pre-1980)
6552,363896753,11751549,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=N[N-]4)CO)Cl.[K+],Unspecified,,,,Drosophila melanogaster,Male,"Heritable translocation test, chromosome aberrations",DHTT,No conclusion,,,"EMICBACK/52867; MUTAT RES 134:61-88,1984",,Evaluation A (Pre-1980)
6553,363896754,40470,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl,Inactive,,,,Syrian hamster embryo (SHE) cells,,"Cell transformation, clonal assay",CTC-,Negative,,,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
6554,363896754,40470,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl,Inactive,,,,Rodents,Male,Dominant lethal test,DLT-,Negative,,,"EMICBACK/60142; MUTAT RES 154:49-67,1985","EMICBACK/20700; FOOD COSMET TOXICOL 13:507-510,1975",Evaluation A (Pre-1980)
6555,363896754,40470,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl,Unspecified,,,,Mammalian polychromatic erythrocytes,,"Micronucleus test, chromosome aberrations",MNTT,No conclusion,,,"EMICBACK/50890; MUTAT RES 123:61-118,1983",,Evaluation A (Pre-1980)
6556,363896754,40470,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl,Inactive,,,,Mouse,Male,Sperm morphology,SPI-,Negative,,,"EMICBACK/50126; MUTAT RES 115:1-72,1983",,Evaluation A (Pre-1980)
6557,363896755,150193,[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Mo],Active,,,,Syrian hamster embryo (SA7/SHE) cells,,"Cell transformation, viral enhanced",CT7+,Positive,,,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
6558,363896756,9916275,CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=C(C=C(C=C4)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+],Unspecified,,,,Bacillus subtilis (H17 vs M45),,"Rec-assay, spot test, DNA effects (bacterial DNA repair)",REWT,No conclusion,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
6559,363896756,9916275,CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=C(C=C(C=C4)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+],Unspecified,,,,Bacillus subtilis (H17 vs M45T),,"Rec-assay, spot test, DNA effects (bacterial DNA repair)",REXT,No conclusion,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
6560,363896757,25473,C1=C2C(=C3C=C(C(=O)C(=C3OC2=C(C(=C1I)[O-])I)I)I)C4=C(C(=C(C(=C4Cl)Cl)Cl)Cl)C(=O)[O-].[K+].[K+],Unspecified,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vitro,SC2T,No conclusion,,,"EMIC/91392; Mutat Res 297:101-180,1993","EMICBACK/37352; EXPERIENTIA 36:1096-1097,1980",Evaluation B (Post-1980)
6561,363896757,25473,C1=C2C(=C3C=C(C(=O)C(=C3OC2=C(C(=C1I)[O-])I)I)I)C4=C(C(=C(C(=C4Cl)Cl)Cl)Cl)C(=O)[O-].[K+].[K+],Unspecified,,,,Human,,Sister-chromatid exchange (SCE) in vitro,SC1T,No conclusion,,,"EMIC/91392; Mutat Res 297:101-180,1993","EMICBACK/43143; SENSHOKUTAI(KROMOSOMA) 20:574-584,1980",Evaluation B (Post-1980)
6562,363896757,25473,C1=C2C(=C3C=C(C(=O)C(=C3OC2=C(C(=C1I)[O-])I)I)I)C4=C(C(=C(C(=C4Cl)Cl)Cl)Cl)C(=O)[O-].[K+].[K+],Unspecified,,,,Bacillus subtilis (H17 vs M45),,"Rec-assay, spot test, DNA effects (bacterial DNA repair)",REWT,No conclusion,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
6563,363896757,25473,C1=C2C(=C3C=C(C(=O)C(=C3OC2=C(C(=C1I)[O-])I)I)I)C4=C(C(=C(C(=C4Cl)Cl)Cl)Cl)C(=O)[O-].[K+].[K+],Unspecified,,,,Bacillus subtilis (H17 vs M45T),,"Rec-assay, spot test, DNA effects (bacterial DNA repair)",REXT,No conclusion,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
6564,363896757,25473,C1=C2C(=C3C=C(C(=O)C(=C3OC2=C(C(=C1I)[O-])I)I)I)C4=C(C(=C(C(=C4Cl)Cl)Cl)Cl)C(=O)[O-].[K+].[K+],Inactive,,,,Saccharomyces cerevisiae,,Mitotic recombination or gene conversion,YEC-,Negative,,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
6565,363896758,86278622,O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.[Na+].[Na+].[Mg+2].[Mg+2].[Mg+2].[Fe+3].[Fe+3],Inactive,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vitro,SC2-,Negative,,,,"EMICBACK/37569; MUTAT RES 79:331-336,1980",Evaluation B (Post-1980)
6566,363896758,86278622,O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.[Na+].[Na+].[Mg+2].[Mg+2].[Mg+2].[Fe+3].[Fe+3],Inactive,,,,Escherichia coli WP2,,Tryptophan reverse gene mutation,WP2-,Negative,,,"EMICBACK/37490; MUTAT RES 76:169-190,1980",,Evaluation A (Pre-1980)
6567,363896758,86278622,O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.[Na+].[Na+].[Mg+2].[Mg+2].[Mg+2].[Fe+3].[Fe+3],Inactive,,,,Escherichia coli WP2 UVRA,,Tryptophan reverse gene mutation,WPU-*,Negative,With metabolic activation,,"EMICBACK/37490; MUTAT RES 76:169-190,1980",,Evaluation A (Pre-1980)
6568,363896758,86278622,O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.[Na+].[Na+].[Mg+2].[Mg+2].[Mg+2].[Fe+3].[Fe+3],Active,,,,Nonhuman,,In vivo carcinogenicity studies,CCG+,Positive,,,"EMICBACK/67174; MUTAT RES 185:1-195,1987",,Evaluation A (Pre-1980)
6569,363896759,25477,O.O[Si]([O-])([O-])[O-].O[Si]([O-])([O-])[O-].[Mg+2].[Mg+2].[Mg+2],Active,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vitro,SC2+D,Positive,,With dose response,"EMIC/91392; Mutat Res 297:101-180,1993","EMICBACK/41025; ENVIRON RES 24:325-329,1981",Evaluation B (Post-1980)
6570,363896759,25477,O.O[Si]([O-])([O-])[O-].O[Si]([O-])([O-])[O-].[Mg+2].[Mg+2].[Mg+2],Inactive,,,,Escherichia coli WP2,,Tryptophan reverse gene mutation,WP2-,Negative,,,"EMICBACK/37490; MUTAT RES 76:169-190,1980",,Evaluation A (Pre-1980)
6571,363896759,25477,O.O[Si]([O-])([O-])[O-].O[Si]([O-])([O-])[O-].[Mg+2].[Mg+2].[Mg+2],Inactive,,,,Escherichia coli WP2 UVRA,,Tryptophan reverse gene mutation,WPU-*,Negative,With metabolic activation,,"EMICBACK/37490; MUTAT RES 76:169-190,1980",,Evaluation A (Pre-1980)
6572,363896759,25477,O.O[Si]([O-])([O-])[O-].O[Si]([O-])([O-])[O-].[Mg+2].[Mg+2].[Mg+2],Active,,,,Nonhuman,,In vivo carcinogenicity studies,CCG+,Positive,,,"EMICBACK/67174; MUTAT RES 185:1-195,1987",,Evaluation A (Pre-1980)
6573,363896760,,,Active,,,,Bacillus subtilis (H17 vs M45),,"Rec-assay, spot test, DNA effects (bacterial DNA repair)",REW+,Positive,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
6574,363896761,22833473,S=S=[Ni].[Ni].[Ni],Active,,,,Human,,Sister-chromatid exchange (SCE) in vitro,SC1+,Positive,,,"EMIC/91392; Mutat Res 297:101-180,1993","EMICBACK/43496; CANCER RES 41:4136-4139,1981",Evaluation B (Post-1980)
6575,363896761,22833473,S=S=[Ni].[Ni].[Ni],Active,,,,Human lymphocytes,,Sister-chromatid exchange (SCE) in vitro,SCL+,Positive,,,"EMIC/91392; Mutat Res 297:101-180,1993","EMICBACK/43496; CANCER RES 41:4136-4139,1981",Evaluation B (Post-1980)
6576,363896761,22833473,S=S=[Ni].[Ni].[Ni],Active,,,,Nonhuman,,In vivo carcinogenicity studies,CCG+,Positive,,,"EMICBACK/67174; MUTAT RES 185:1-195,1987",,Evaluation A (Pre-1980)
