Chemical,SMILES,Identificador,Results,Type,Species,Strain,Male,Female
MESTRANOL,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)OC,72-33-3,Negative,In vivo,mouse,cfl,Não,Sim
MESTRANOL,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)OC,72-33-3,Negative,In vivo,mouse,cfl,Sim,Não
Metaflumizone,C1=CC(=CC(=C1)C(F)(F)F)/C(=N\NC(=O)NC2=CC=C(C=C2)OC(F)(F)F)/CC3=CC=C(C=C3)C#N,139968-49-3,Negative,in vivo,mouse,NMRI,Sim,Não
Metaflumizone,C1=CC(=CC(=C1)C(F)(F)F)/C(=N\NC(=O)NC2=CC=C(C=C2)OC(F)(F)F)/CC3=CC=C(C=C3)C#N,139968-49-3,Negative,in vivo,Rat,Wistar,Sim,Não
Metalaxyl,CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC,57837-19-1,Negative,In vivo,não definido,não definido,Não,Não
Metalaxyl-M,CC1=C(C(=CC=C1)C)N([C@H](C)C(=O)OC)C(=O)COC,70630-17-0,Negative,in vivo,Rodents,Chinese,Sim,Sim
Metalaxyl-M,CC1=C(C(=CC=C1)C)N([C@H](C)C(=O)OC)C(=O)COC,70630-17-0,Negative,in vivo,mouse,Tif:MAGf(SPF),Sim,Sim
Metalaxyl-M,CC1=C(C(=CC=C1)C)N([C@H](C)C(=O)OC)C(=O)COC,70630-17-0,Negative,in vivo,mouse,CD-1,Sim,Sim
Metalaxyl-M,CC1=C(C(=CC=C1)C)N([C@H](C)C(=O)OC)C(=O)COC,70630-17-0,Negative,in vivo,mouse,Not reported,Não,Não
Metalaxyl-M,CC1=C(C(=CC=C1)C)N([C@H](C)C(=O)OC)C(=O)COC,70630-17-0,Negative,in vivo,mouse,NMRI,Sim,Não
Metalaxyl-M,CC1=C(C(=CC=C1)C)N([C@H](C)C(=O)OC)C(=O)COC,70630-17-0,Negative,in vivo,mouse,CD-1,Sim,Não
Metalaxyl-M,CC1=C(C(=CC=C1)C)N([C@H](C)C(=O)OC)C(=O)COC,70630-17-0,Negative,in vivo,Rat,Wistar,Sim,Não
Metalaxyl-M,CC1=C(C(=CC=C1)C)N([C@H](C)C(=O)OC)C(=O)COC,70630-17-0,Positive,in vivo,Rat,Not reported,Não,Não
Metam-sodium,CNC(=S)[S-].[Na+],137-42-8,Negative,in vivo,Drosophila melanogaster,Not reported,Sim,Não
Metam-sodium,CNC(=S)[S-].[Na+],137-42-8,Negative,in vivo,Rodents,Chinese,Sim,Sim
Metam-sodium,CNC(=S)[S-].[Na+],137-42-8,Negative,in vivo,mouse,CD-1,Sim,Sim
Metam-sodium,CNC(=S)[S-].[Na+],137-42-8,Negative,in vivo,mouse,B6C3F1,Sim,Não
Metam-sodium,CNC(=S)[S-].[Na+],137-42-8,Positive,in vivo,mouse,B6C3F1,Sim,Sim
Metam-sodium,CNC(=S)[S-].[Na+],137-42-8,Positive,in vivo,mouse,Not reported,Sim,Não
Metam-sodium,CNC(=S)[S-].[Na+],137-42-8,Negative,in vivo,Rat,Wistar,Sim,Não
Metamitron,O=C1C(C2=CC=CC=C2)=NN=C(C)N1N,41394-05-02,Negative,in vivo,mouse,NMRI,Sim,Sim
Metamitron,O=C1C(C2=CC=CC=C2)=NN=C(C)N1N,41394-05-02,Negative,in vivo,mouse,Swiss,Sim,Sim
Metamitron,O=C1C(C2=CC=CC=C2)=NN=C(C)N1N,41394-05-02,Negative,in vivo,mouse,NMRI,Sim,Não
Metamitron,O=C1C(C2=CC=CC=C2)=NN=C(C)N1N,41394-05-02,Negative,in vivo,Rat,Wistar,Sim,Não
Metazachlor,CC1=C(C(=CC=C1)C)N(CN2C=CC=N2)C(=O)CCl,67129-08-02,Negative,in vivo,Rodents,Chinese,Sim,Sim
Metazachlor,CC1=C(C(=CC=C1)C)N(CN2C=CC=N2)C(=O)CCl,67129-08-02,Negative,in vivo,mouse,Swiss,Sim,Sim
Metazachlor,CC1=C(C(=CC=C1)C)N(CN2C=CC=N2)C(=O)CCl,67129-08-02,Negative,in vivo,mouse,NMRI,Sim,Sim
Metazachlor,CC1=C(C(=CC=C1)C)N(CN2C=CC=N2)C(=O)CCl,67129-08-02,Negative,in vivo,mouse,NMRI,Sim,Não
Metazachlor,CC1=C(C(=CC=C1)C)N(CN2C=CC=N2)C(=O)CCl,67129-08-02,Negative,in vivo,mouse,CD-1,Sim,Não
Metconazole,CC1(CCC(C1(CN2C=NC=N2)O)CC3=CC=C(C=C3)Cl)C,125116-23-6,Negative,in vivo,mouse,CD-1,Sim,Sim
Metconazole,CC1(CCC(C1(CN2C=NC=N2)O)CC3=CC=C(C=C3)Cl)C,125116-23-6,Negative,in vivo,Rat,Sprague-Dawley,Sim,Não
Metconazole,CC1(CCC(C1(CN2C=NC=N2)O)CC3=CC=C(C=C3)Cl)C,125116-23-6,Negative,in vivo,Rat,Wistar,Sim,Não
METEPA,CC1CN1P(=O)(N2CC2C)N3CC3C,57-39-6,Positive,In vivo,Rat,she,Sim,Não
Methacrylonitrile,CC(=C)C#N,126-98-7,Negative,In vivo,não definido,não definido,Não,Não
METHAFURYLENE,CN(C)CCN(CC1=CC=CO1)C2=CC=CC=N2,0531-06-06,Negative,In vivo,Rat,f34,Não,Sim
METHAFURYLENE,CN(C)CCN(CC1=CC=CO1)C2=CC=CC=N2,0531-06-06,Negative,In vivo,Rat,f34,Sim,Não
Methamidophos,COP(=O)(N)SC,10265-92-6,Negative,In vivo,não definido,não definido,Não,Não
methane,C,297,Negative,In Vivo,MOUSE,NMRI,sim,sim
methane,C,297,Negative,In Vivo,RAT,F344,sim,Não
methane,C,297,Positive,In Vivo,RAT,F344,sim,sim
methane,C,297,Positive,In Vivo,RAT,F344,sim,Não
methane,C,297,Positive,In Vivo,RAT,WISTAR,sim,sim
methanidylidynesilanylium,[C-]#[Si+],9863,Positive,In Vivo,RAT,AF/HAN,Não,Não
methanidylidynesilanylium,[C-]#[Si+],9863,Positive,In Vivo,RAT,F344,sim,sim
Methanol,CO,67-56-1,Negative,In vivo,não definido,não definido,Não,Não
METHAPHENILENE,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=C2,493-78-7,Negative,In vivo,Rat,f34,Não,Sim
METHAPHENILENE,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=C2,493-78-7,Negative,In vivo,Rat,f34,Sim,Não
METHAPYRILENE.HCl,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2.Cl,135-23-9,Positive,In vivo,Rat,f34,Sim,Não
METHAPYRILENE.HCl,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2.Cl,135-23-9,Positive,In vivo,Rat,f34,Não,Sim
METHIDATHION,COC1=NN(C(=O)S1)CSP(=S)(OC)OC,950-37-8,Negative,In vivo,mouse,cd1,Não,Sim
METHIDATHION,COC1=NN(C(=O)S1)CSP(=S)(OC)OC,950-37-8,Positive,In vivo,mouse,cd1,Sim,Não
Methidathion,COC1=NN(C(=O)S1)CSP(=S)(OC)OC,950-37-8,Negative,In vivo,não definido,não definido,Não,Não
METHIMAZOLE,CN1C=CNC1=S,60-56-0,Positive,In vivo,Rat,hrl,Não,Sim
METHIMAZOLE,CN1C=CNC1=S,60-56-0,Positive,In vivo,Rat,hrl,Sim,Não
Methiocarb,CNC(=O)Oc1cc(C)c(SC)c(C)c1,2032-65-7,Negative,in vivo,mouse,NMRI,Sim,Sim
Methiocarb,CNC(=O)Oc1cc(C)c(SC)c(C)c1,2032-65-7,Negative,in vivo,mouse,NMRI,Sim,Não
Methomyl,CC(=NOC(=O)NC)SC,16752-77-5,Negative,in vivo,mouse,ICR,Sim,Sim
Methomyl,CC(=NOC(=O)NC)SC,16752-77-5,Negative,In vivo,não definido,não definido,Não,Não
Methomyl,CC(=NOC(=O)NC)SC,16752-77-5,Negative,in vivo,Rat,Sprague-Dawley,Sim,Sim
METHOTREXATE,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,59-05-2,Negative,In vivo,Rodents,syg,Não,Sim
METHOTREXATE,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,59-05-2,Negative,In vivo,Rodents,syg,Sim,Não
METHOTREXATE,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,59-05-2,Negative,In vivo,mouse,swi,Não,Sim
METHOTREXATE,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,59-05-2,Negative,In vivo,mouse,swi,Sim,Não
METHOTREXATE,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,59-05-2,Negative,In vivo,Rat,b46,Sim,Não
METHOTREXATE,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,59-05-2,Negative,In vivo,Rat,sda,Não,Sim
METHOTREXATE,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,59-05-2,Negative,In vivo,Rat,sda,Sim,Não
Methoxychlor,COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl,72-43-5,Negative,In vivo,não definido,não definido,Não,Não
METHOXYCHLOR,COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl,72-43-5,Negative,In vivo,Rat,osm,Não,Sim
METHOXYCHLOR,COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl,72-43-5,Negative,In vivo,Rat,osm,Sim,Não
Methoxyethanol,COCCO,109-86-4,Negative,In vivo,não definido,não definido,Não,Não
METHOXYPHENYLACETIC ACID,COC(C1=CC=CC=C1)C(=O)O,1701-77-5,Negative,In vivo,mouse,b6a,Não,Sim
METHOXYPHENYLACETIC ACID,COC(C1=CC=CC=C1)C(=O)O,1701-77-5,Negative,In vivo,mouse,b6c,Não,Sim
METHOXYPHENYLACETIC ACID,COC(C1=CC=CC=C1)C(=O)O,1701-77-5,Negative,In vivo,mouse,b6a,Sim,Não
METHOXYPHENYLACETIC ACID,COC(C1=CC=CC=C1)C(=O)O,1701-77-5,Negative,In vivo,mouse,b6c,Sim,Não
"methyl (1R,15S,17R,18R,19S,20S)-6,18-dimethoxy-17-(3,4,5-trimethoxybenzoyl)oxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate",CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,5770,Positive,In Vivo,MOUSE,B6C3F1,sim,sim
"methyl (1R,15S,17R,18R,19S,20S)-6,18-dimethoxy-17-(3,4,5-trimethoxybenzoyl)oxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate",CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,5770,Positive,In Vivo,MOUSE,B6C3F1,sim,Não
"methyl (1R,15S,17R,18R,19S,20S)-6,18-dimethoxy-17-(3,4,5-trimethoxybenzoyl)oxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate",CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,50-55-5,Positive,in vivo,Nonhuman,Não definido,Não,Não
"methyl (1R,15S,17R,18R,19S,20S)-6,18-dimethoxy-17-(3,4,5-trimethoxybenzoyl)oxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate",CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,5770,Negative,In Vivo,RAT,F344,sim,sim
"methyl (1R,15S,17R,18R,19S,20S)-6,18-dimethoxy-17-(3,4,5-trimethoxybenzoyl)oxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate",CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,5770,Positive,In Vivo,RAT,F344,sim,Não
"methyl (1R,9R,10S,11R,12R,19R)-11-acetyloxy-12-ethyl-4-[(13S,15R,17S)-17-ethyl-17-hydroxy-13-methoxycarbonyl-1,11-diazatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9-tetraen-13-yl]-10-hydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate",CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,865-21-4,Positive,in vivo,Mouse,Não definido,Sim,Não
methyl (2E)-2-methoxyimino-2-[2-[(2-methylphenoxy)methyl]phenyl]acetate,CC1=CC=CC=C1OCC2=CC=CC=C2/C(=N\OC)/C(=O)OC,6112114,Negative,In Vivo,Mouse,Unknowm,sim,sim
methyl (2E)-2-methoxyimino-2-[2-[(2-methylphenoxy)methyl]phenyl]acetate,CC1=CC=CC=C1OCC2=CC=CC=C2/C(=N\OC)/C(=O)OC,6112114,Negative,In Vivo,Mouse,Unknowm,sim,Não
methyl (2E)-2-methoxyimino-2-[2-[(2-methylphenoxy)methyl]phenyl]acetate,CC1=CC=CC=C1OCC2=CC=CC=C2/C(=N\OC)/C(=O)OC,6112114,Positive,In Vivo,Rat,Wistar,sim,sim
methyl (2E)-2-methoxyimino-2-[2-[(2-methylphenoxy)methyl]phenyl]acetate,CC1=CC=CC=C1OCC2=CC=CC=C2/C(=N\OC)/C(=O)OC,6112114,Positive,In Vivo,Rat,Wistar,sim,Não
"methyl (4aS)-7-chloro-2-[methoxycarbonyl-[4-(trifluoromethoxy)phenyl]carbamoyl]-3,5-dihydroindeno[1,2-e][1,3,4]oxadiazine-4a-carboxylate",COC(=O)[C@]12CC3=C(C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)C=CC(=C3)Cl,107720,Negative,In Vivo,Mouse,Crl:CD-1BR,sim,sim
"methyl (4aS)-7-chloro-2-[methoxycarbonyl-[4-(trifluoromethoxy)phenyl]carbamoyl]-3,5-dihydroindeno[1,2-e][1,3,4]oxadiazine-4a-carboxylate",COC(=O)[C@]12CC3=C(C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)C=CC(=C3)Cl,107720,Negative,In Vivo,Mouse,Crl:CD-1BR,sim,Não
"methyl 1-methyl-3,6-dihydro-2H-pyridine-5-carboxylate",CN1CCC=C(C1)C(=O)OC,63-75-2,Positive,in vivo,Nonhuman,Não definido,Não,Não
"methyl 1-methyl-3,6-dihydro-2H-pyridine-5-carboxylate;hydrochloride",CN1CCC=C(C1)C(=O)OC.Cl,6107,Negative,In Vivo,MOUSE,SWISS,sim,sim
"methyl 1-methyl-3,6-dihydro-2H-pyridine-5-carboxylate;hydrochloride",CN1CCC=C(C1)C(=O)OC.Cl,6107,Positive,In Vivo,MOUSE,SWISS,sim,Não
"methyl 1-nitroso-3,6-dihydro-2H-pyridine-5-carboxylate",COC(=O)C1=CCCN(C1)N=O,62103,Positive,In Vivo,RAT,F344,sim,Não
METHYL 12-OXO-trans-10-OCTADECENOATE,CCCCCCC(=O)CC=CCCCCCCCC(=O)OC,21308-79-2,Negative,In vivo,mouse,stm,Sim,Sim
methyl 2-(dimethylamino)-N-(methylcarbamoyloxy)-2-oxoethanimidothioate,CNC(=O)ON=C(C(=O)N(C)C)SC,31657,Negative,In Vivo,MOUSE,CD-1,sim,sim
methyl 2-(dimethylamino)-N-(methylcarbamoyloxy)-2-oxoethanimidothioate,CNC(=O)ON=C(C(=O)N(C)C)SC,31657,Negative,In Vivo,MOUSE,CD-1,sim,Não
methyl 2-(dimethylamino)-N-(methylcarbamoyloxy)-2-oxoethanimidothioate,CNC(=O)ON=C(C(=O)N(C)C)SC,31657,Negative,In Vivo,RAT,CRL:CD,sim,sim
methyl 2-(dimethylamino)-N-(methylcarbamoyloxy)-2-oxoethanimidothioate,CNC(=O)ON=C(C(=O)N(C)C)SC,31657,Negative,In Vivo,RAT,CRL:CD,sim,Não
"methyl 2-(N-(2-methoxyacetyl)-2,6-dimethylanilino)propanoate",CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC,42586,Negative,In Vivo,Mouse,ICI Alderly Park,sim,sim
"methyl 2-(N-(2-methoxyacetyl)-2,6-dimethylanilino)propanoate",CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC,42586,Negative,In Vivo,Mouse,ICI Alderly Park,sim,Não
"methyl 2-(N-(2-methoxyacetyl)-2,6-dimethylanilino)propanoate",CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC,42586,Negative,In Vivo,Rat,CD,sim,Não
"methyl 2-(N-(2-methoxyacetyl)-2,6-dimethylanilino)propanoate",CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC,42586,Positive,In Vivo,Rat,CD,sim,sim
"methyl 2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-4-(methanesulfonamidomethyl)benzoate",COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC(=C2)CNS(=O)(=O)C)C(=O)OC)OC,11409499,Negative,In Vivo,Mouse,CD-1,sim,sim
"methyl 2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-4-(methanesulfonamidomethyl)benzoate",COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC(=C2)CNS(=O)(=O)C)C(=O)OC)OC,11409499,Negative,In Vivo,Mouse,CD-1,sim,Não
"methyl 2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-4-(methanesulfonamidomethyl)benzoate",COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC(=C2)CNS(=O)(=O)C)C(=O)OC)OC,11409499,Negative,In Vivo,Rat,Hoe:WISK,sim,sim
"methyl 2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-4-(methanesulfonamidomethyl)benzoate",COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC(=C2)CNS(=O)(=O)C)C(=O)OC)OC,11409499,Negative,In Vivo,Rat,Hoe:WISK,sim,Não
methyl 2-[4-(4-chlorophenyl)phenoxy]-2-methylpropanoate,CC(C)(C(=O)OC)OC1=CC=C(C=C1)C2=CC=C(C=C2)Cl,30602,Positive,In Vivo,RAT,F344,sim,Não
methyl 2-methylprop-2-enoate,CC(=C)C(=O)OC,6658,Negative,In Vivo,Rodents,GOLDEN,sim,sim
methyl 2-methylprop-2-enoate,CC(=C)C(=O)OC,6658,Negative,In Vivo,Rodents,GOLDEN,sim,Não
methyl 2-methylprop-2-enoate,CC(=C)C(=O)OC,6658,Negative,In Vivo,MOUSE,B6C3F1,sim,sim
methyl 2-methylprop-2-enoate,CC(=C)C(=O)OC,6658,Negative,In Vivo,MOUSE,B6C3F1,sim,Não
methyl 2-methylprop-2-enoate,CC(=C)C(=O)OC,6658,Negative,In Vivo,RAT,F344,sim,sim
methyl 2-methylprop-2-enoate,CC(=C)C(=O)OC,6658,Negative,In Vivo,RAT,F344,sim,Não
methyl 2-phenyl-2-piperidin-2-ylacetate;hydrochloride,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,9280,Positive,In Vivo,MOUSE,B6C3F1,sim,sim
methyl 2-phenyl-2-piperidin-2-ylacetate;hydrochloride,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,9280,Positive,In Vivo,MOUSE,B6C3F1,sim,Não
methyl 2-phenyl-2-piperidin-2-ylacetate;hydrochloride,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,9280,Negative,In Vivo,RAT,F344,sim,sim
methyl 2-phenyl-2-piperidin-2-ylacetate;hydrochloride,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,9280,Negative,In Vivo,RAT,F344,sim,Não
methyl 4-[1-acetyloxybutyl(nitroso)amino]butanoate,CCCC(N(CCCC(=O)OC)N=O)OC(=O)C,150131,Positive,In Vivo,RAT,F344,sim,sim
methyl 4-methyl-2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)benzoate;methyl 5-methyl-2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)benzoate,CC1=CC(=C(C=C1)C(=O)OC)C2=NC(C(=O)N2)(C)C(C)C.CC1=CC(=C(C=C1)C2=NC(C(=O)N2)(C)C(C)C)C(=O)OC,21873022,Negative,In Vivo,Mouse,CD-1,sim,sim
methyl 4-methyl-2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)benzoate;methyl 5-methyl-2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)benzoate,CC1=CC(=C(C=C1)C(=O)OC)C2=NC(C(=O)N2)(C)C(C)C.CC1=CC(=C(C=C1)C2=NC(C(=O)N2)(C)C(C)C)C(=O)OC,21873022,Negative,In Vivo,Mouse,CD-1,sim,Não
methyl 4-methyl-2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)benzoate;methyl 5-methyl-2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)benzoate,CC1=CC(=C(C=C1)C(=O)OC)C2=NC(C(=O)N2)(C)C(C)C.CC1=CC(=C(C=C1)C2=NC(C(=O)N2)(C)C(C)C)C(=O)OC,21873022,Negative,In Vivo,Rat,Crl:CDBR,sim,sim
methyl 4-methyl-2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)benzoate;methyl 5-methyl-2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)benzoate,CC1=CC(=C(C=C1)C(=O)OC)C2=NC(C(=O)N2)(C)C(C)C.CC1=CC(=C(C=C1)C2=NC(C(=O)N2)(C)C(C)C)C(=O)OC,21873022,Negative,In Vivo,Rat,Crl:CDBR,sim,Não
"methyl 5-(2,4-dichlorophenoxy)-2-nitrobenzoate",COC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)Cl)Cl)[N+](=O)[O-],39230,Negative,In Vivo,Mouse,B6C3F1,sim,sim
"methyl 5-(2,4-dichlorophenoxy)-2-nitrobenzoate",COC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)Cl)Cl)[N+](=O)[O-],39230,Positive,In Vivo,Mouse,B6C3F1,sim,Não
"methyl 5-(2,4-dichlorophenoxy)-2-nitrobenzoate",COC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)Cl)Cl)[N+](=O)[O-],39230,Negative,In Vivo,Rat,Sprague-Dawley,sim,sim
"methyl 5-(2,4-dichlorophenoxy)-2-nitrobenzoate",COC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)Cl)Cl)[N+](=O)[O-],39230,Negative,In Vivo,Rat,Sprague-Dawley,sim,Não
Methyl acrylate,COC(=O)C=C,96-33-3,Negative,In vivo,não definido,não definido,Não,Não
METHYL BROMIDE,CBr,74-83-9,Negative,In vivo,mouse,bdj,Não,Sim
METHYL BROMIDE,CBr,74-83-9,Negative,In vivo,mouse,bdj,Sim,Não
METHYL BROMIDE,CBr,74-83-9,Negative,In vivo,Rat,wsr,Não,Sim
METHYL BROMIDE,CBr,74-83-9,Negative,In vivo,Rat,wsr,Sim,Não
METHYL BROMIDE,CBr,74-83-9,Negative,In vivo,Rat,f3d,Não,Sim
METHYL BROMIDE,CBr,74-83-9,Negative,In vivo,Rat,f3d,Sim,Não
methyl carbamate,COC(=O)N,11722,Negative,In Vivo,MOUSE,B6C3F1,sim,sim
methyl carbamate,COC(=O)N,11722,Negative,In Vivo,MOUSE,B6C3F1,sim,Não
methyl carbamate,COC(=O)N,11722,Positive,In Vivo,RAT,F344,sim,sim
methyl carbamate,COC(=O)N,11722,Positive,In Vivo,RAT,F344,sim,Não
METHYL CARBAZATE,COC(=O)NN,6294-89-9,Negative,In vivo,Rat,wis,Não,Sim
METHYL CARBAZATE,COC(=O)NN,6294-89-9,Negative,In vivo,Rat,wis,Sim,Não
Methyl chloride,CCl,74-87-3,Negative,In vivo,não definido,não definido,Não,Não
Methyl chlorocarbonate,COC(=O)Cl,79-22-1,Negative,In vivo,não definido,não definido,Não,Não
METHYL CLOFENAPATE,CC(C)(C(=O)OC)OC1=CC=C(C=C1)C2=CC=C(C=C2)Cl,21340-68-1,Positive,In vivo,mouse,aps,Sim,Não
METHYL CLOFENAPATE,CC(C)(C(=O)OC)OC1=CC=C(C=C1)C2=CC=C(C=C2)Cl,21340-68-1,Positive,In vivo,mouse,aps,Não,Sim
METHYL CLOFENAPATE,CC(C)(C(=O)OC)OC1=CC=C(C=C1)C2=CC=C(C=C2)Cl,21340-68-1,Positive,In vivo,Rat,f34,Sim,Não
METHYL CLOFENAPATE,CC(C)(C(=O)OC)OC1=CC=C(C=C1)C2=CC=C(C=C2)Cl,21340-68-1,Positive,In vivo,Rat,aap,Não,Sim
METHYL CLOFENAPATE,CC(C)(C(=O)OC)OC1=CC=C(C=C1)C2=CC=C(C=C2)Cl,21340-68-1,Positive,In vivo,Rat,aap,Sim,Não
Methyl ethyl ketone (MEK),CCC(=O)C,78-93-3,Negative,In vivo,não definido,não definido,Não,Não
METHYL HESPERIDIN,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)OC)O)O)O)O)O)O)O,11013-97-1,Negative,In vivo,mouse,b6c,Não,Sim
METHYL HESPERIDIN,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)OC)O)O)O)O)O)O)O,11013-97-1,Negative,In vivo,mouse,b6c,Sim,Não
Methyl iodide,CI,74-88-4,Negative,In vivo,não definido,não definido,Não,Não
Methyl isobutyl ketone (MIBK),CC(C)CC(=O)C,0108-10-1,Negative,In vivo,não definido,não definido,Não,Não
Methyl isocyanate,CN=C=O,624-83-9,Negative,In vivo,não definido,não definido,Não,Não
METHYL LINOLEATE HYDROPEROXIDE,CCCCCC(C=CC=CCCCCCCCC(=O)OC)OO,27323-65-5,Negative,In vivo,Rat,wis,Sim,Não
"METHYL LINOLEATE, NATIVE",CCCCCC=CCC=CCCCCCCCC(=O)OC,112-63-0,Negative,In vivo,Rat,wis,Sim,Não
METHYL METHACRYLATE,CC(=C)C(=O)OC,80-62-6,Negative,In vivo,Rodents,syg,Não,Sim
METHYL METHACRYLATE,CC(=C)C(=O)OC,80-62-6,Negative,In vivo,Rodents,syg,Sim,Não
