Chemical,SMILES,Identificador,Results,Type
nickel;(sulfanylidene-lambda4-sulfanylidene)nickel,S=S=[Ni].[Ni].[Ni],22833473,Positive,In Vivo
nickel;(sulfanylidene-lambda4-sulfanylidene)nickel,S=S=[Ni].[Ni].[Ni],,Positive,in vivo
nickel;(sulfanylidene-lambda4-sulfanylidene)nickel,S=S=[Ni].[Ni].[Ni],,Positive,in vitro
nickel;nickel(2+);carbonate;tetrahydrate,C(=O)([O-])[O-].O.O.O.O.[Ni].[Ni].[Ni+2],,Positive,in vitro
nickel;sulfanylidenenickel,S=[Ni].S=[Ni].[Ni],25199732,Positive,In Vivo
nickel(2+);diacetate,CC(=O)[O-].CC(=O)[O-].[Ni+2],9756,Negative,In Vivo
nickel(2+);diacetate,CC(=O)[O-].CC(=O)[O-].[Ni+2],9756,Positive,In Vivo
nickel(2+);dichloride;hexahydrate,O.O.O.O.O.O.[Cl-].[Cl-].[Ni+2],,Positive,in vitro
nickel(2+);dihydroxide,[OH-].[OH-].[Ni+2],61534,Positive,In Vivo
nickel(2+);sulfate,[O-]S(=O)(=O)[O-].[Ni+2],24586,Negative,In Vivo
nickel(2+);sulfate,[O-]S(=O)(=O)[O-].[Ni+2],7786-81-4,Positive,in vitro
Niclosamide,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,50-65-7,Positive,in vitro
Nicosulfuron,CN(C)C(=O)C1=C(N=CC=C1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,111991-09-4,Negative,in vivo
Nicosulfuron,CN(C)C(=O)C1=C(N=CC=C1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,111991-09-4,Negative,in vitro
NICOTINAMIDE,C1=CC(=CN=C1)C(=O)N,98-92-0,Negative,In vivo
NICOTINE,CN1CCCC1C2=CN=CC=C2,54-11-5,Negative,In vivo
NICOTINE.HCl,CN1CCCC1C2=CN=CC=C2.Cl,2820-51-1,Negative,In vivo
NICOTINIC ACID,C1=CC(=CN=C1)C(=O)O,59-67-6,Negative,In vivo
NICOTINIC ACID HYDRAZIDE,C1=CC(=CN=C1)C(=O)NN,553-53-7,Negative,In vivo
NICOTINIC ACID HYDRAZIDE,C1=CC(=CN=C1)C(=O)NN,553-53-7,Positive,In vivo
Nifurtimox,CC1CS(=O)(=O)CCN1N=CC2=CC=C(O2)[N+](=O)[O-],23256-30-6,Positive,in vitro
NIGROSINE,C1=CC=C(C=C1)N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC4=CC=C(C=C4)[N+](=O)[O-])N)O.[Na+].[Na+],8005-03-6,Negative,In vivo
"NIOBATE, SODIUM",[O-][Nb](=O)=O.[Na+],12034-09-2,Negative,In vivo
Nithiazide (1-Ethyl-3-(5-Nitrothiazol-2-Yl)Urea,CCNC(=O)NC1=NC=C(S1)[N+](=O)[O-],139-94-6,Negative,in vitro
Nitrapyrin,C1=CC(=NC(=C1)Cl)C(Cl)(Cl)Cl,1929-82-4,Negative,In vivo
Nitrate,[N+](=O)([O-])[O-],14797-55-8,Negative,In vivo
"NITRATE, SODIUM",[N+](=O)([O-])[O-].[Na+],7631-99-4,Negative,In vivo
nitric acid,[N+](=O)(O)[O-],7697-37-2,Negative,in vitro
NITRIC OXIDE,[N]=O,10102-43-9,Negative,In vivo
NITRILOTRIACETIC ACID,C(C(=O)O)N(CC(=O)O)CC(=O)O,139-13-9,Negative,In vivo
"NITRILOTRIACETIC ACID, TRISODIUM SALT, MONOHYDRATE",C(C(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].O.[Na+].[Na+].[Na+],18662-53-8,Positive,In vivo
"Nitrilotriacetic acid/Nitrilotriacetic acid, trisodium salt, monohydrate",C(C(=O)O)N(CC(=O)O)CC(=O)O,139-13-9,Positive,in vitro
Nitrite,N(=O)[O-],14797-65-0,Negative,In vivo
"NITRITE, SODIUM",N(=O)[O-].[Na+],7632-00-0,Negative,In vivo
"NITRITE, SODIUM",N(=O)[O-].[Na+],7632-00-0,Positive,In vivo
"Nitrite, sodium",N(=O)[O-].[Na+],7632-00-0,Positive,in vitro
nitrobenzene,C1=CC=C(C=C1)[N+](=O)[O-],7416,Positive,In Vivo
NITROBENZENE,C1=CC=C(C=C1)[N+](=O)[O-],98-95-3,Positive,In vivo
nitrobenzene,C1=CC=C(C=C1)[N+](=O)[O-],98-95-3,Negative,in vivo
Nitrobenzene,C1=CC=C(C=C1)[N+](=O)[O-],98-95-3,Negative,in vitro
NITROETHANE,CC[N+](=O)[O-],79-24-3,Negative,In vivo
Nitrofen,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)Cl)Cl,1836-75-5,Positive,in vitro
Nitrogen dioxide,N(=O)[O],10102-44-0,Negative,In vivo
Nitrogen dioxide,N(=O)[O],10102-44-0,Positive,in vitro
NITROGEN MUSTARD,CN(CCCl)CCCl,51-75-2,Positive,In vivo
Nitrogen mustard - Chlormethine,CN(CCCl)CCCl,51-75-2,Positive,in vitro
NITROGEN MUSTARD N-OXIDE,C[N+](CCCl)(CCCl)[O-],126-85-2,Positive,In vivo
Nitrogen mustard N-oxide,C[N+](CCCl)(CCCl)[O-],126-85-2,Positive,in vitro
Nitroguanidine,C(=N)(N)N[N+](=O)[O-],556-88-7,Negative,In vivo
nitromethanamine,C(N)[N+](=O)[O-],61148,Positive,In Vivo
nitromethane,C[N+](=O)[O-],6375,Negative,In Vivo
nitromethane,C[N+](=O)[O-],6375,Positive,In Vivo
NITROMETHANE,C[N+](=O)[O-],75-52-5,Negative,In vivo
Nitromethane,C[N+](=O)[O-],75-52-5,Negative,in vitro
nitrooxy(phenyl)mercury,C1=CC=C(C=C1)[Hg]O[N+](=O)[O-],55-68-5,Negative,in vitro
Nitrophenol,C1=CC(=CC=C1[N+](=O)[O-])O,0100-02-07,Negative,In vivo
Nitropropane,CC(C)[N+](=O)[O-],79-46-9,Negative,In vivo
"NITROSO-1,2,3,6-TETRAHYDROPYRIDINE",C1CN(CC=C1)N=O,55556-92-8,Positive,In vivo
"Nitroso-1,2,3,6-tetrahydropyridine",C1CN(CC=C1)N=O,55556-92-8,Positive,in vitro
"NITROSO-2,3-DIHYDROXYPROPYL-2-OXOPROPYLAMINE",CC(=O)CN(CC(CO)O)N=O,92177-50-9,Positive,In vivo
"NITROSO-2,3-DIHYDROXYPROPYL-2-OXOPROPYLAMINE",CC(=O)CN(CC(CO)O)N=O,92177-50-9,Negative,In vivo
"NITROSO-2,6-DIMETHYLMORPHOLINE",CC1CN(CC(O1)C)N=O,1456-28-6,Positive,In vivo
NITROSO-5-METHYLOXAZOLIDONE,CC1CN(C(=O)O1)N=O,79624-33-2,Positive,In vivo
NITROSO-BAYGON,CC(C)OC1=CC=CC=C1OC(=O)N(C)N=O,38777-13-8,Positive,In vivo
Nitroso-Baygon,CC(C)OC1=CC=CC=C1OC(=O)N(C)N=O,38777-13-8,Positive,in vitro
Nitroso-di-n-butylamine,CCCCN(CCCC)N=O,924-16-3,Positive,In vivo
NITROSO-N-METHYL-N-(2-PHENYL)ETHYLAMINE,CN(CCC1=CC=CC=C1)N=O,13256-11-6,Positive,In vivo
Nitroso-N-methylethylamine,CCN(C)N=O,10595-95-6,Positive,In vivo
NITROSOAMYLURETHAN,CCCCCN(C(=O)OCC)N=O,64005-62-5,Positive,In vivo
NITROSOANABASINE,C1CCN(C(C1)C2=CN=CC=C2)N=O,1133-64-8,Positive,In vivo
NITROSOCHLORDIAZEPOXIDE,CN(C1=NC2=C(C=C(C=C2)Cl)C(=[N+](C1)[O-])C3=CC=CC=C3)N=O,51715-17-4,Negative,In vivo
Nitrosodi-N-propylamine,CCCN(CCC)N=O,621-64-7,Positive,In vivo
NITROSODIBUTYLAMINE,CCCCN(CCCC)N=O,924-16-3,Positive,In vivo
Nitrosodibutylamine,CCCCN(CCCC)N=O,924-16-3,Positive,in vitro
Nitrosodiethanolamine,C(CO)N(CCO)N=O,1116-54-7,Positive,In vivo
Nitrosodiethylamine,CCN(CC)N=O,55-18-5,Positive,In vivo
Nitrosodimethylamine,CN(C)N=O,62-75-9,Positive,In vivo
Nitrosodiphenylamine,C1=CC=C(C=C1)N(C2=CC=CC=C2)N=O,86-30-6,Positive,In vivo
NITROSODODECAMETHYLENEIMINE,C1CCCCCCN(CCCCC1)N=O,40580-89-0,Positive,In vivo
Nitrosododecamethyleneimine,C1CCCCCCN(CCCCC1)N=O,40580-89-0,Positive,in vitro
NITROSOETHYLMETHYLAMINE,CCN(C)N=O,10595-95-6,Positive,In vivo
Nitrosoethylmethylamine,CCN(C)N=O,10595-95-6,Positive,in vitro
NITROSOETHYLURETHAN,CCN(C(=O)OCC)N=O,614-95-9,Positive,In vivo
Nitrosoethylurethan,CCN(C(=O)OCC)N=O,614-95-9,Positive,in vitro
NITROSOHEPTAMETHYLENEIMINE,C1CCCN(CCC1)N=O,20917-49-1,Positive,In vivo
Nitrosoheptamethyleneimine,C1CCCN(CCC1)N=O,20917-49-1,Positive,in vitro
NITROSOHYDROXYPROLINE,C1C(CN(C1C(=O)O)N=O)O,30310-80-6,Negative,In vivo
NITROSOIMINODIACETIC ACID,C(C(=O)O)N(CC(=O)O)N=O,25081-31-6,Negative,In vivo
NITROSOMETHYL-3-CARBOXYPROPYLAMINE,CN(CCCC(=O)O)N=O,61445-55-4,Positive,In vivo
NITROSOMETHYLANILINE,CN(C1=CC=CC=C1)N=O,614-00-6,Negative,In vivo
NITROSOMETHYLANILINE,CN(C1=CC=CC=C1)N=O,614-00-6,Positive,In vivo
NITROSOMETHYLPHENIDATE,COC(=O)C(C1CCCCN1N=O)C2=CC=CC=C2,55557-03-4,Negative,In vivo
NITROSOMETHYLUNDECYLAMINE,CCCCCCCCCCCN(C)N=O,68107-26-6,Positive,In vivo
NITROSOPIPECOLIC ACID,C1CCN(C(C1)C(=O)O)N=O,4515-18-8,Negative,In vivo
NITROSOPROLINE,C1CC(N(C1)N=O)C(=O)O,7519-36-0,Negative,In vivo
Nitrosopyrrolidine,C1CCN(C1)N=O,930-55-2,Positive,In vivo
nitrous acid,N(=O)O,7782-77-6,Positive,in vitro
nitrous oxide,[N-]=[N+]=O,10024-97-2,Negative,in vivo
nitrous oxide,[N-]=[N+]=O,10024-97-2,Positive,in vitro
NIVALENOL,CC1=CC2C(C(C1=O)O)(C3(C(C(C(C34CO4)O2)O)O)C)CO,23282-20-4,Negative,In vivo
NNK,CN(CCCC(=O)C1=CN=CC=C1)N=O,64091-91-4,Positive,in vitro
NONABROMOBIPHENYL,C1=C(C(=C(C(=C1Br)Br)Br)C2=C(C(=C(C(=C2Br)Br)Br)Br)Br)Br,27753-52-2,Positive,In vivo
Nonabromodiphenyl ether,C1=C(C(=C(C(=C1Br)Br)Br)Br)OC2=C(C(=C(C(=C2Br)Br)Br)Br)Br,63936-56-1,Negative,In vivo
Norethisterone acetate,CC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)C#C,51-98-9,Positive,in vitro
NORETHYNODREL,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3CCC(=O)C4,68-23-5,Negative,In vivo
Norflurazon,CNC1=C(C(=O)N(N=C1)C2=CC=CC(=C2)C(F)(F)F)Cl,27314-13-2,Negative,In vivo
NORHARMAN,C1=CC=C2C(=C1)C3=C(N2)C=NC=C3,244-63-3,Negative,In vivo
NORLESTRIN,CC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)C#C.CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,8015-12-1,Negative,In vivo
NORLESTRIN,CC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)C#C.CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,8015-12-1,Positive,In vivo
"NOVADELOX (18% BENZOYL PEROXIDE, 78% CALCIUM SULPHATE, 4% MAGNESIUM CARBONATE)",C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,94-36-0,Negative,In vivo
NuStar,C[Si](CN1C=NC=N1)(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F,85509-19-9,Negative,In vivo
o-AMINOAZOTOLUENE,CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C,97-56-3,Positive,In vivo
o-Anisidine (free base and HCl salt),COC1=CC=CC=C1N,90-04-0,Positive,in vitro
o-Anthranilic acid,C1=CC=C(C(=C1)C(=O)O)N,118-92-3,Negative,in vitro
o-ETHOXYBENZAMIDE,CCOC1=CC=CC=C1C(=O)N,938-73-8,Positive,In vivo
O-methylhydroxylamine,CON,67-62-9,Positive,in vitro
O-methylhydroxylamine;hydrochloride,CON.Cl,593-56-6,Positive,in vitro
O-naphthalen-2-yl N-methyl-N-(3-methylphenyl)carbamothioate,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2,2398-96-1,Negative,in vitro
o-Nitroanisole,COC1=CC=CC=C1[N+](=O)[O-],91-23-6,Positive,in vitro
o-NITROSOTOLUENE,CC1=CC=CC=C1N=O,611-23-4,Positive,In vivo
o-Nitrotoluene,CC1=CC=CC=C1[N+](=O)[O-],88-72-2,Positive,in vitro
o-Phenylenediamine (free base and 2HCl salt),C1=CC=C(C(=C1)N)N,95-54-5,Positive,in vitro
o-PHENYLENEDIAMINE.2HCl,C1=CC=C(C(=C1)N)N.Cl.Cl,615-28-1,Negative,In vivo
o-PHENYLENEDIAMINE.2HCl,C1=CC=C(C(=C1)N)N.Cl.Cl,615-28-1,Positive,In vivo
o-PHENYLPHENOL,C1=CC=C(C=C1)C2=CC=CC=C2O,90-43-7,Negative,In vivo
o-PHENYLPHENOL,C1=CC=C(C=C1)C2=CC=CC=C2O,90-43-7,Positive,In vivo
o-Phenylphenol (2-phenylphenol),C1=CC=C(C=C1)C2=CC=CC=C2O,90-43-7,Positive,in vitro
"o-PHENYLPHENOL, SODIUM",C1=CC=C(C=C1)C2=CC=CC=C2[O-].[Na+],132-27-4,Negative,In vivo
"o-PHENYLPHENOL, SODIUM",C1=CC=C(C=C1)C2=CC=CC=C2[O-].[Na+],132-27-4,Positive,In vivo
o-TOLUENESULFONAMIDE,CC1=CC=CC=C1S(=O)(=O)N,88-19-7,Negative,In vivo
o-TOLUENESULFONAMIDE,CC1=CC=CC=C1S(=O)(=O)N,88-19-7,Positive,In vivo
o-Toluenesulfonamide,CC1=CC=CC=C1S(=O)(=O)N,88-19-7,Negative,in vitro
o-Toluidine (free base and HCl salt),CC1=CC=CC=C1N,95-53-4,Positive,in vitro
o-TOLUIDINE.HCl,CC1=CC=CC=C1N.Cl,636-21-5,Negative,In vivo
o-TOLUIDINE.HCl,CC1=CC=CC=C1N.Cl,636-21-5,Positive,In vivo
"O,O-DIETHYL-O-(3,5,6-TRICHLORO-2-PYRIDYL)PHOSPHOROTHIOATE",CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,2921-88-2,Negative,In vivo
"O,O-Dimethyl phosphorochloridothioate",COP(=S)(OC)Cl,2524-03-0,Positive,in vitro
"O,O-DIMETHYL S-2(ACETYLAMINO)ETHYL DITHIOPHOSPHATE, TECHNICAL GRADE",CC(=O)NCCSP(=S)(OC)OC,13265-60-6,Negative,In vivo
"O,S-DIBENZOYL THIAMINE.HCl",CC1=NC=C(C(=N1)N)CN(C=O)C(=C(CCOC(=O)C2=CC=CC=C2)SC(=O)C3=CC=CC=C3)C.Cl,35660-60-7,Negative,In vivo
OCHRATOXIN A,CC1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)NC(CC3=CC=CC=C3)C(=O)O)Cl,303-47-9,Positive,In vivo
OCHRATOXIN A,CC1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)NC(CC3=CC=CC=C3)C(=O)O)Cl,303-47-9,Negative,In vivo
Ochratoxin A,CC1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)NC(CC3=CC=CC=C3)C(=O)O)Cl,303-47-9,Positive,in vitro
Octabromodiphenyl ether,C1=C(C(=C(C(=C1Br)Br)Br)Br)OC2=CC(=C(C(=C2Br)Br)Br)Br,32536-52-0,Negative,In vivo
octadecanoic acid,CCCCCCCCCCCCCCCCCC(=O)O,57-11-4,Negative,in vitro
"Octahydro-1,3,5,7-tetranitro-1,3,5,7-tetrazocine (HMX)",C1N(CN(CN(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2691-41-0,Negative,In vivo
Oil orange SS,CC1=CC=CC=C1N=NC2=C(C=CC3=CC=CC=C32)O,2646-17-5,Positive,in vitro
Olaquindox,CC1=C([N+](=O)C2=CC=CC=C2N1[O-])C(=O)NCCO,23696-28-8,Positive,in vitro
"OLEATE, SODIUM",CCCCCCCCC=CCCCCCCCC(=O)[O-].[Na+],143-19-1,Negative,In vivo
OLTIPRAZ,CC1=C(SSC1=S)C2=NC=CN=C2,64224-21-1,Negative,In vivo
OMEPRAZOLE,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,73590-58-6,Positive,In vivo
Orthosulfamuron,CN(C)C(=O)C1=CC=CC=C1NS(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,213464-77-8,Negative,in vivo
Orthosulfamuron,CN(C)C(=O)C1=CC=CC=C1NS(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,213464-77-8,Negative,in vitro
Oryzalin,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-],19044-88-3,Positive,in vivo
Oryzalin,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-],19044-88-3,Negative,in vivo
Oryzalin,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-],19044-88-3,Negative,in vitro
OSUTIDINE,CNCC1=CC=C(O1)CSCCNC(=NCC(C2=CC=C(C=C2)O)O)NS(=O)(=O)C,140695-21-2,Negative,In vivo
Oxadiazon,CC(C)OC1=C(C=C(C(=C1)N2C(=O)OC(=N2)C(C)(C)C)Cl)Cl,19666-30-9,Negative,in vivo
Oxadiazon,CC(C)OC1=C(C=C(C(=C1)N2C(=O)OC(=N2)C(C)(C)C)Cl)Cl,19666-30-9,Negative,in vitro
oxaldehyde,C(=O)C=O,7860,Negative,In Vivo
Oxamyl,CNC(=O)O/N=C(/C(=O)N(C)C)\SC,23135-22-0,Negative,in vivo
Oxamyl,CNC(=O)O/N=C(/C(=O)N(C)C)\SC,23135-22-0,Negative,in vitro
"oxathiane 2,2-dioxide",C1CCS(=O)(=O)OC1,1633-83-6,Positive,in vitro
"oxathiolane 2,2-dioxide",C1COS(=O)(=O)C1,14264,Positive,In Vivo
"oxathiolane 2,2-dioxide",C1COS(=O)(=O)C1,1120-71-4,Positive,in vivo
"oxathiolane 2,2-dioxide",C1COS(=O)(=O)C1,1120-71-4,Positive,in vitro
Oxazepam,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,604-75-1,Negative,in vitro
oxepan-2-one,C1CCC(=O)OCC1,502-44-3,Negative,in vitro
oxetan-2-one,C1COC1=O,57-57-8,Positive,in vivo
oxetan-2-one,C1COC1=O,57-57-8,Negative,in vivo
oxetan-2-one,C1COC1=O,2365,Positive,In Vivo
oxetan-2-one,C1COC1=O,57-57-8,Positive,in vitro
oxido-phenyl-phenyliminoazanium,C1=CC=C(C=C1)N=[N+](C2=CC=CC=C2)[O-],495-48-7,Negative,in vivo
oxido-phenyl-phenyliminoazanium,C1=CC=C(C=C1)N=[N+](C2=CC=CC=C2)[O-],495-48-7,Positive,in vitro
oxiran-2-yl carbamate,C1C(O1)OC(=O)N,108032,Positive,In Vivo
oxiran-2-ylmethanol,C1C(O1)CO,11164,Positive,In Vivo
oxiran-2-ylmethanol,C1C(O1)CO,556-52-5,Negative,in vitro
oxirane,C1CO1,75-21-8,Positive,in vivo
oxirane,C1CO1,6354,Positive,In Vivo
oxirane,C1CO1,6354,Negative,In Vivo
oxirane,C1CO1,75-21-8,Positive,in vitro
oxirane-2-carbaldehyde,C1C(O1)C=O,13002,Positive,In Vivo
oxirane-2-carbaldehyde,C1C(O1)C=O,765-34-4,Positive,in vivo
oxirane-2-carbaldehyde,C1C(O1)C=O,765-34-4,Positive,in vitro
oxo-oxoalumanyloxy-[oxo(oxoalumanyloxy)silyl]oxysilane;dihydrate,O.O.O=[Al]O[Si](=O)O[Si](=O)O[Al]=O,56841936,Positive,In Vivo
oxoberyllium,[Be]=O,1304-56-9,Positive,in vivo
oxoberyllium,[Be]=O,14775,Positive,In Vivo
oxocadmium,O=[Cd],14782,Negative,In Vivo
oxocadmium,O=[Cd],1306-19-0,Positive,in vivo
oxocadmium,O=[Cd],14782,Positive,In Vivo
oxocobalt,O=[Co],14786,Negative,In Vivo
oxocobalt,O=[Co],14786,Positive,In Vivo
oxolan-2-one,C1CC(=O)OC1,7302,Negative,In Vivo
oxolan-2-one,C1CC(=O)OC1,96-48-0,Negative,in vivo
oxolan-2-one,C1CC(=O)OC1,96-48-0,Positive,in vitro
oxolane,C1CCOC1,8028,Negative,In Vivo
oxolane,C1CCOC1,8028,Positive,In Vivo
"oxolane-2,5-dione",C1CC(=O)OC1=O,7922,Negative,In Vivo
"oxolane-2,5-dione",C1CC(=O)OC1=O,108-30-5,Positive,in vivo
"oxolane-2,5-dione",C1CC(=O)OC1=O,108-30-5,Negative,in vitro
oxolead,O=[Pb],1317-36-8,Positive,in vitro
OXOLINIC ACID,CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,14698-29-4,Positive,In vivo
Oxolinic acid,CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,14698-29-4,Positive,in vitro
oxonickel,O=[Ni],14805,Negative,In Vivo
oxonickel,O=[Ni],14805,Positive,In Vivo
oxovanadium;dihydrochloride,O=[V].Cl.Cl,,Positive,in vitro
oxovanadium(2+);sulfate,[O-]S(=O)(=O)[O-].O=[V+2],34007,Negative,In Vivo
oxozirconium;octahydrate;dihydrochloride,O.O.O.O.O.O.O.O.O=[Zr].Cl.Cl,13520-92-8,Negative,in vitro
OXPRENOLOL.HCl,CC(C)NCC(COC1=CC=CC=C1OCC=C)O.Cl,6452-73-9,Negative,In vivo
Oxydemeton-methyl,CCS(=O)CCSP(=O)(OC)OC,301-12-2,Negative,in vivo
Oxydemeton-methyl,CCS(=O)CCSP(=O)(OC)OC,301-12-2,Positive,in vivo
Oxydemeton-methyl,CCS(=O)CCSP(=O)(OC)OC,0301-12-2,Positive,in vitro
Oxyfluorfen,CCOC1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-],42874-03-3,Negative,in vivo
Oxyfluorfen,CCOC1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-],42874-03-03,Negative,In vivo
Oxyfluorfen,CCOC1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-],42874-03-03,Negative,in vitro
Oxymetholone,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC(=CO)C(=O)C4)C,434-07-1,Negative,in vitro
ozone,[O-][O+]=O,24823,Positive,In Vivo
ozone,[O-][O+]=O,10028-15-6,Negative,in vivo
ozone,[O-][O+]=O,24823,Negative,In Vivo
Ozone,[O-][O+]=O,10028-15-6,Positive,in vitro
p- Phenylenediamine (COLIPA: A7) (free base and 2HCl salt),C1=CC(=CC=C1N)N,106-50-3,Positive,in vitro
p-Anisidine (free base and HCl salt),COC1=CC=C(C=C1)N,104-94-9,Positive,in vitro
p-Chloroaniline (free base and HCl salt),C1=CC(=CC=C1N)Cl,106-47-8,Positive,in vitro
p-Chlorobenzotrichloride,C1=CC(=CC=C1C(Cl)(Cl)Cl)Cl,5216-25-1,Positive,in vitro
"p-CHLOROPHENYL-2,4,5-TRICHLOROPHENYL SULFIDE",C1=CC(=CC=C1SC2=CC(=C(C=C2Cl)Cl)Cl)Cl,2227-13-6,Negative,In vivo
p-CHLOROPHENYL-p-CHLOROBENZENE SULFONATE,C1=CC(=CC=C1OS(=O)(=O)C2=CC=C(C=C2)Cl)Cl,80-33-1,Negative,In vivo
p-Cresidine,CC1=CC(=C(C=C1)OC)N,120-71-8,Positive,in vitro
p-DDD,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,72-54-8,Negative,in vitro
p-HYDRAZINOBENZOIC ACID,C1=CC(=CC=C1C(=O)O)NN,619-67-0,Negative,In vivo
p-HYDRAZINOBENZOIC ACID.HCl,C1=CC(=CC=C1C(=O)O)NN.Cl,24589-77-3,Positive,In vivo
p-ISOPROPOXYDIPHENYLAMINE,CC(C)OC1=CC=C(C=C1)NC2=CC=CC=C2,101-73-5,Negative,In vivo
p-Methylaminophenol sulphate  COLIPA A22,CNC1=CC=C(C=C1)O.OS(=O)(=O)O,55-55-0,Positive,in vitro
p-METHYLSTYRENE,CC1=CC=C(C=C1)C=C,622-97-9,Negative,In vivo
p-NITROANILINE,C1=CC(=CC=C1N)[N+](=O)[O-],100-01-6,Negative,In vivo
p-Nitroaniline,C1=CC(=CC=C1N)[N+](=O)[O-],0100-01-06,Positive,in vitro
p-Nitroanisole,COC1=CC=C(C=C1)[N+](=O)[O-],100-17-4,Positive,in vitro
p-Nitrobenzoic acid,C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],62-23-7,Positive,in vitro
p-Nitrophenol,C1=CC(=CC=C1[N+](=O)[O-])O,100-02-7,Positive,in vitro
p-Nitrosodiphenylamine,C1=CC=C(C=C1)NC2=CC=C(C=C2)N=O ,0156-10-5,Positive,in vitro
p-Nitrotoluene,CC1=CC=C(C=C1)[N+](=O)[O-],99-99-0,Positive,in vitro
p-PHENYLENEDIAMINE,C1=CC(=CC=C1N)N,106-50-3,Negative,In vivo
p-PHENYLPHENOL,C1=CC=C(C=C1)C2=CC=C(C=C2)O,92-69-3,Negative,In vivo
p-Quinone dioxime,C1=CC=C(C=C1)C(=O)C2=C(C=CC(=C2C(=O)C3=CC=CC=C3)N=O)NO ,,Positive,in vitro
p-ROSANILINE.HCl,C1=CC(=N)C=CC1=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N.Cl,569-61-9,Negative,In vivo
p-Toluidine HCl,CC1=CC=C(C=C1)N.Cl,540-23-8,Positive,in vitro
p-TOLUIDINE.HCl,CC1=CC=C(C=C1)N.Cl,540-23-8,Negative,In vivo
p-TOLUIDINE.HCl,CC1=CC=C(C=C1)N.Cl,540-23-8,Positive,In vivo
p-TOLYLUREA,CC1=CC=C(C=C1)NC(=O)N,622-51-5,Negative,In vivo
p-TOLYLUREA,CC1=CC=C(C=C1)NC(=O)N,622-51-5,Positive,In vivo
"p,p-Ethyl-DDD [AKA perthane]",CCC1=CC=C(C=C1)C(C2=CC=C(C=C2)CC)C(Cl)Cl,72-56-0,Negative,in vitro
"p,p'-DDD",C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,72-54-8,Negative,In vivo
"p,p'-DDD",C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,72-54-8,Positive,In vivo
"p,p'-DDE",C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl,72-55-9,Positive,In vivo
"p,p'-DDE",C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl,72-55-9,Negative,In vivo
